date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:56	367/367	---MCZ	200	added ('OK')	text/plain	date:Sat,%2016%20Jun%202018%2006:31:56%20GMT	https://s0.wp.com/robots.txt		(from https://countpatients.wordpress.com/)
12:01:57	13565/13565	---MCZ	200	added ('OK')	text/html	etag:W/%22be09a3db919cc4839f40b3cb5f82694a%22	https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/index.html	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/)
12:01:57	50/50	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2006:31:57%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/Users/user1/Desktop/Count_Patienta/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201824y)
12:01:57	6441/6441	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%228b45d6b543746e2fb2b4675921458a31%22	https://countpatients.wordpress.com/author/meharparmar12/feed/	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/author/meharparmar12/feed/index.html	(from https://countpatients.wordpress.com/author/meharparmar12/)
12:01:58	4529/4529	---M--	200	added ('OK')	image/png	etag:%225644e732-11b1%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	C:/Users/user1/Desktop/Count_Patienta/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
12:01:58	18141/18141	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jun%202018%2006:31:57%20GMT	https://countpatients.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://0.gravatar.com/js/gprofiles.js?ver=201824y)
12:01:58	10063/10063	---M--	200	added ('OK')	image/png	etag:%2256456470-274f%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	C:/Users/user1/Desktop/Count_Patienta/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
12:01:58	1318/1318	---M--	200	added ('OK')	image/png	etag:%22564a4c39-526%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite.png?5	C:/Users/user1/Desktop/Count_Patienta/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-spritee4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
12:01:58	2076/2076	---M--	200	added ('OK')	image/png	etag:%2256456470-81c%22	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2x.png?5	C:/Users/user1/Desktop/Count_Patienta/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2xe4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1524699534h&cssminify=yes)
12:02:01	48571/48571	---M--	403	error ('Forbidden')	text/html	etag:%222127317e969ca50c44c5ace95e644e8c%22	https://s.skimresources.com/js/GDPR	C:/Users/user1/Desktop/Count_Patienta/s.skimresources.com/js/GDPR.13.delayed	(from https://s.skimresources.com/js/725X1342.skimlinks.js)
12:02:01	17990/17990	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Jun%202018%2006:32:01%20GMT	https://countpatients.wordpress.com/div.c	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/div.c	(from https://s.skimresources.com/js/725X1342.skimlinks.js)
12:02:02	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://countpatients.wordpress.com/g.gif	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/g.gif	(from http://stats.wp.com/w.js?56)
12:02:02	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://countpatients.wordpress.com/c.gif	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/c.gif	(from http://stats.wp.com/w.js?56)
12:02:02	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2006:32:02%20GMT	http://pixel.wp.com/t.gif	C:/Users/user1/Desktop/Count_Patienta/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?56)
12:02:03	17384/17384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jun%202018%2022:20:41%20GMT	https://countpatients.files.wordpress.com/2018/06/86516355.jpg	C:/Users/user1/Desktop/Count_Patienta/countpatients.files.wordpress.com/2018/06/86516355.jpg	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:04	243/243	---M--	200	added ('OK')	image/png	etag:%225a6a9d22-f3%22	https://s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	C:/Users/user1/Desktop/Count_Patienta/s2.wp.com/wp-content/plugins/amp/assets/images/placeholder-icon.png	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:05	17367/17367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jun%202018%2022:20:41%20GMT	https://countpatients.files.wordpress.com/2018/06/86516355.jpg?w=340	C:/Users/user1/Desktop/Count_Patienta/countpatients.files.wordpress.com/2018/06/865163559164.jpg	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:05	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2006:32:05%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&host=countpatients.wordpress.com&ref=DOCUMENT_REFERRER&amp=1&blog=147780500&v=wpcom&tz=0&user_id=0&post=3&subd=countpatients	C:/Users/user1/Desktop/Count_Patienta/pixel.wp.com/b8bd6.gif	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:05	28546/28546	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jun%202018%2006:32:05%20GMT	https://countpatients.wordpress.com/category/uncategorized/	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/category/uncategorized/index.html	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:06	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Jun%202018%2006:32:05%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&v=wpcom-no-pv&crypt=UE40eW5QN0p8M2Y%2FRE1mJVY3bm9aR3VCbS9mWm1pRyZuJS1LX1t5QmRXZzE3RC9rQWZHK1FjbDltdWdaMVFFZTcxUGVHLWR0WTJoMGFtWUxNRVR8aSZFeF9QSWw9X3hHQ05%2BbH5WLUx4UFBMSkIueXRPTi5zcDB4aE9ZeXBRR0JIVFZaUnE2Jk1mfm9kLVFmQ2ozWy1oR1VpTz9obGZjP1VaWXB6Y0lQTEN6JWx0JWxYZVgvR0wsSmR3Lj0mbGZMODRFTWJbeXNpMjNTdVtpK0R%2BcmRQT3R0bVlnX2lY	C:/Users/user1/Desktop/Count_Patienta/pixel.wp.com/bad92.gif	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:07	248314/248314	---MC-	200	added ('OK')	text/javascript	date:Sat,%2016%20Jun%202018%2002:15:00%20GMT	https://cdn.ampproject.org/v0.js	C:/Users/user1/Desktop/Count_Patienta/cdn.ampproject.org/v0.js	(from https://countpatients.wordpress.com/2018/06/15/the-journey-begins/amp/)
12:02:07	60/60	---M-Z	200	added ('OK')	text/plain	etag:%2214684fecc47d1e16478c5ca0d0f5879b%22	https://s.skimresources.com/robots.txt		(from https://s.skimresources.com/js/725X1342.skimlinks.js)
12:02:08	6445/6445	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22dcbfb672427d0a1b3f7eccf1e24b4a41%22	https://countpatients.wordpress.com/category/uncategorized/feed/	C:/Users/user1/Desktop/Count_Patienta/countpatients.wordpress.com/category/uncategorized/feed/index.html	(from https://countpatients.wordpress.com/category/uncategorized/)
